jobTitle,postedDate,jobDescription,jobUrl
Fullstack Developer,28-Jan-23,"<p>We are looking for an experienced Full Stack Developer. Proficient in programming languages such as Javascript (JAMStack Framework) or C# (.NET Framework), have good knowledge of Windows server, SQL or NoSQL Database, and have DevOps experience. You value your work, and you want to make a significant contribution to an established and collaborative team of developers.</p><p><strong>About the Role</strong></p><p>Reporting to the Development Manager, you will be responsible for maintaining and improving our existing software product line. You will be required to maintain a high standard of quality in the code, including functional and non-functional testing. Following accepted best practices, processes, and tools, you will engage with the team for continuous improvement in an agile environment.</p><p><strong>Technical Skills Required:</strong></p><ul><li>At least 2 years working experience with Javascript (JAMStack Framework – React / Vue) or C# (.NET Framework)</li><li>Experience in developing API and Microservices</li><li>Knowledge of Agile/SCRUM/Kanban</li><li>Git (for source code management)</li><li>DevOps – CI/CD</li><li>Cloud experience using AWS and Azure services</li></ul><p><strong>Soft Skills:</strong></p><ul><li>Strong interpersonal, written, and oral communication skills.</li><li>Strong client interaction skills at multiple levels</li></ul><p><strong>Bonus Skills:</strong></p><p>·       Microsoft Servers and Server Applications</p><p>·       PHP</p><p>·       Test automation (Cypress.io, Selenium)</p><p>·       MySQL, MongoDB, Microsoft SQL Server</p>",https://www.jobstreet.com.my/en/job/fullstack-developer-5246496
Senior Fullstack Developer,28-Jan-23,"<p>As a Senior Full Stack Developer, you will be responsible for:</p><ul><li>Produce scalable software solutions with clean, functional code on the back end and front end.</li><li>Design, develop, test, implement, maintenance of web applications to be utilized by business customers with the process of software development life cycle (SDLC).</li><li>Database design and implement scalable web service APIs.</li><li>Ensure quality of development by writing unit tests, system testing (SIT), code review, knowledge sharing, etc.</li><li>Overseeing and guiding the analyzing, writing, building, and deployment of software.</li><li>Work with UX designers.</li><li>Report progress updates to the respective Team Lead / Manager.</li><li>Researching &amp; adopting new technologies for Company &amp; team efficiently.</li></ul><p><strong>The person we are looking for:</strong></p><p><strong>Background:</strong></p><ul><li>Degree in Computer Science, Information Technology, or equivalent</li></ul><p><strong>Experience:</strong></p><ul><li>Preferably with at least 5 years of related working experience in R&amp;D or backend development role using PHP/Python, MySQL, and MongoDB.</li><li>Preferably with at least 5 years of related working experience in frontend development using React JS.</li><li>Experience in system analysis, database analysis, and software development methodologies especially in Agile software development.</li></ul><p><strong>Knowledge &amp; Skills:</strong></p><ul><li>Required: HTML5, React Js, PHP (Laravel / Lumen Framework), AJAX, CSS3, XML, JSON, MariaDB database, MySQL, MongoDB, and GIT repositories.</li><li>Knowledge of Nginx/Apache web servers and hybrid development frameworks e.g. React Native will be a strong advantage.</li><li>Familiar with the Linux environment (server), and working with docker’s container based on application development.</li><li>Handle application security features including authentication, data encryption, API security, etc.</li><li>Excellent debugging and problem-resolving skills.</li></ul><p><strong>Personal Attributes:</strong></p><ul><li>Self-motivated &amp; able to work independently with minimum supervision.</li><li>Able to work well under pressure to meet tight deadlines and handle multiple tasks.</li><li>Innovative mindset &amp; eagerness to learn new technologies.</li><li>Meticulous personality.</li></ul>",https://www.jobstreet.com.my/en/job/senior-fullstack-developer-5245586
Full Stack Developer,25-Jan-23,"<p>You will play an important role in</p><ul><li>Gather functional requirements and specifications to gain a complete sense of client expectations and limitations before the start of a major technical development project.</li><li>Develop technical architecture solutions for web applications, mobile applications, reporting, enterprise integrations, data store and processing layers that cater for scalability, high availability, security and high performance design.</li><li>Create and confidently deliver technical documentations internally and externally for various aspects throughout development life cycle.</li><li>Develop feasible and justifiable development activity plan, effort estimation and technical costing to support the business objective.</li><li>Lead project developments and overcome any technical obstacle to ensure projects are always delivered on time within budget and satisfactory quality.</li><li>Constantly research on technologies and be able to apply new technologies rationally in the technical architecture and application framework development.</li></ul><p>Key opportunities:</p><ul><li>To strengthen your team leadership skills by leading and coaching technical developers including performing technical project reviews.</li><li>To strengthen your non-technical leadership skills by joining our Leadership Team in supporting pre-sales activities.</li></ul><p>To be successful in this role, you will need to have</p><ul><li>At least Bachelor's Degree/Post Graduate Diploma/Professional Degree in Computer Science/Information Technology or equivalent.</li><li>Minimum 5 solid year(s) of technical experience and background in developing technical architecture, and actual system implementations.</li><li>MUST have skills (Fullstack technologies):</li></ul><ol><li>PHP</li><li>SQL Server</li><li>Bootstrap</li><li>Javascript</li><li>Xamarin and / or</li><li>Flutter</li></ol><ul><li>Strong knowledge and have at least 2 years experiences in actual implementation experience on cloud platform (Azure, AWS or Ali Cloud)</li><li>Malaysian only</li></ul>",https://www.jobstreet.com.my/en/job/full-stack-developer-5256264
Software Engineer - Mobile - Career and Connect (Hybrid Working),10 hours ago,"<p><strong>The Role</strong></p><p>The Software Engineer is responsible for the development, implementation, maintenance, and support of software solutions. This job requires an active hands-on contributor in the software development life cycle, performing analysis and design as well as a proven team player to achieve project goals.</p><p><strong>What you’ll be doing?</strong></p><ul><li>Help evolve delivery processes to continuously improve the Seek Asia apps.</li><li>Contributing to SEEK’s overall apps technology strategy and aligning systems with that strategy.</li><li>Ensuring systems are fit for purpose, well architected and follow current SEEK development practices.</li><li>Maintaining platform health ensuring that our systems are highly scalable, available, performant, maintainable, secure and cost effective.</li><li>Driving customer focus to ensure that we are delivering great outcomes for our customers.</li><li>Help facilitate the healthy tension between the desire for immediate delivery and the long-term viability of the code bases.</li><li>Share operational support duties.</li></ul><p><strong>So, what are we looking for?</strong></p><p>We are looking for a full stack engineer (with mobile focus) to help us building some of our green field projects, someone with a start-up background and growth mindset would fit perfectly in our team. </p><p><strong>Experience</strong></p><ul><li>Involve in collaboration with stakeholders to understand business challenges and customer needs, removing bottlenecks and identifying new opportunities for growth. </li><li>Knowledge of industry best practices, regulations and compliance (GDPR, PDPI), and quality assurance techniques. </li><li>Experience working with geo-distributed teams. </li></ul><p><strong>Personal Skills</strong></p><ul><li>Applies relevant technologies knowledge to the development and improvement of software applications, being able to drive better technical decision at the team level. </li><li>Positive attitude and a clear sense of initiative. </li><li>Has a growth mindset - flexible, open, and actively seeking opportunities to improve. </li><li>Continuously learn and understand the business requirements, customer, and end-user feedback to further improve the products. </li><li>Actively investing time in technical growth. </li><li>Manage own time well, being able to support fellow engineers and be critical on inefficiencies. ​ </li><li>Highly self-motivated team player with good analytical and conceptual thinking, results-driven and customer focus. </li><li>Ability to share new knowledge and new tools to cultivate constructive conversations and improve team capabilities. </li><li>Open minded collaborator and clear communicator who can manage stakeholders' expectations well. </li></ul><p><strong>Technical Skills</strong></p><ul><li>Test-driven development and agile software delivery methods. </li><li>Hands-on experience in estimating, planning, designing, implementing, testing and operating highly scalable, available, performant, maintainable, secure and cost effective, being able to implement this independently or with minimum supervision and direction from the senior team members. </li><li>Knowledge in Swift or Kotlin in addition to Typescript, and ideally React Native. </li><li>Creates software in at least two modern software development languages. </li><li>Creates and maintains continuous delivery pipelines using current agile practices, patterns &amp; tooling. </li><li>Creates software using secure coding practices and mitigates common vulnerabilities. </li><li>Working knowledge of modern stacks e.g. Node.js, Jest, Docker, Apollo. </li><li>Uses current technical practices such as writing clean, testable code and pair programming. </li><li>Knowledge of building solutions deployed on AWS with immutable infrastructure via infrastructure as code. </li></ul><p><strong>The Team</strong></p><p>Our team is responsible for building the next “big thing” for our customers, armed with a startup mindset, trying to experiment in new areas to deliver added values to SEEK customers through green fields projects. </p><p>We operate under the 3 brands of JobStreet, JobsDB and SEEK to help over 150 million candidates find employment. </p><p><strong>Additional Information</strong></p><p>At SEEK, the health and safety of our people is our highest priority. For this reason, SEEK has a policy requiring all new employees to be fully vaccinated for COVID-19, unless a formal medical exemption applies. On this basis, as part of the application process you will be asked to confirm that you have read and understood this policy, and would like to continue with the hiring process. Further details about this policy will be shared during the hiring process, as required.</p>",https://www.jobstreet.com.my/en/job/software-engineer-mobile-career-and-connect-hybrid-working-5252184
Lead Engineer - Mobile - Career and Connect (Hybrid Working),10 hours ago,"<p><strong>The Role</strong></p><p>The Lead Engineer role is responsible for leading a team towards development, implementation, maintenance, and support of software solutions. This job requires an active hands-on contributor in the software development life cycle, performing analysis and design as well as a proven team player to achieve project goals, in addition to good personal &amp; communication skills.</p><p><strong>Key responsibilities include:</strong></p><ul><li>Provide technical directions on tactical and strategical basis for the team. </li><li>Support other team members and ensure healthy team atmosphere following SEEK culture. </li><li>Ensure that the team is following technical best practices whenever possible, documenting and managing technical debt whenever it’s not the case. </li><li>Help evolve delivery processes to continuously improve the Seek Asia apps. </li><li>Contributing to SEEK’s overall apps technology strategy and aligning systems with that strategy. </li><li>Ensuring systems are fit for purpose, well architected and follow current SEEK development practices. </li><li>Maintaining platform health ensuring that our systems are highly scalable, available, performant, maintainable, secure and cost effective. </li><li>Driving customer focus to ensure that we are delivering great outcomes for our customers. </li><li>Help facilitate the healthy tension between the desire for immediate delivery and the long-term viability of the code bases. </li><li>Share &amp; organise operational support duties. </li></ul><p><strong>So, what we are looking for?</strong></p><p>We are looking for an engineering leader who have been experienced in software engineering with good balance between people &amp; technical skills to help us building some of our green field projects, someone with a start-up background and growth mindset would fit perfectly in our team. </p><p>This role will include technical, leadership &amp; managerial responsibilities. </p><p><strong>Experience</strong></p><ul><li>Involve in collaboration with stakeholders to understand business challenges and customer needs, removing bottlenecks and identifying new opportunities for growth.</li><li>Knowledge of industry best practices, regulations and compliance (GDPR, PDPI), and quality assurance techniques.</li><li>Experience working with &amp; managing geo-distributed teams.</li></ul><p><strong>Personal Skills</strong></p><ul><li>Applies relevant technologies knowledge to the development and improvement of software applications, being able to drive better technical decision at the team level.</li><li>Positive attitude and a clear sense of initiative.</li><li>Has a growth mindset - flexible, open, and actively seeking opportunities to improve.</li><li>Continuously learn and understand the business requirements, customer, and end-user feedback to further improve the products.</li><li>Actively investing time in technical growth.</li><li>Manage own time well, being able to support fellow engineers and be critical on inefficiencies. </li><li>Highly self-motivated team player with good analytical and conceptual thinking, results-driven and customer focus.</li><li>Ability to share new knowledge and new tools to cultivate constructive conversations and improve team capabilities.</li><li>Support fellow team members in their career progression aspiration.</li><li>Open minded collaborator and clear communicator who can manage stakeholders' expectations well.</li></ul><p><strong>Technical Skills</strong></p><ul><li>Test-driven development and agile software delivery methods.</li><li>Hands-on experience in estimating, planning, designing, implementing, testing and operating highly scalable, available, performant, maintainable, secure and cost effective, being able to implement this independently and able to support other team members with supervision and direction to achieve our team goals.</li><li>Knowledge in Native mobile development languages (Swift &amp; Kotlin), JavaScript, Typescript, React and ideally React Native.</li><li>Creates software in at least two modern software development languages.</li><li>Creates and maintains continuous delivery pipelines using current agile practices, patterns &amp; tooling.</li><li>Creates software using secure coding practices and mitigates common vulnerabilities.</li><li>Working knowledge of modern stacks e.g. Node.js, Express, GraphQL, Jest, React, Docker, Apollo.</li><li>Uses current technical practices such as writing clean, testable code and pair programming.</li><li>Knowledge of building solutions deployed on AWS with immutable infrastructure via infrastructure as code.</li></ul><br /><strong>Additional information</strong><p>At SEEK, the health and safety of our people is our highest priority. For this reason, SEEK has a policy requiring all new employees to be fully vaccinated for COVID-19, unless a formal medical exemption applies. On this basis, as part of the application process you will be asked to confirm that you have read and understood this policy, and would like to continue with the hiring process. Further details about this policy will be shared during the hiring process, as required.</p>",https://www.jobstreet.com.my/en/job/lead-engineer-mobile-career-and-connect-hybrid-working-5252349
"Software Developer (Full Stack) - Basic $5000 - $9000, 5day",28-Jan-23,"<p><strong>Benefits:</strong></p><ul><li>Basic up $5000 - $9000</li></ul><p><strong>Job Scope:</strong></p><ul><li>In charge on delivering optimized, scalable and maintain end-to-end software systems</li><li>In charge on the frontend(UI) and backend(database) software required for the project.</li><li>In charge of web application software</li><li>In charge on building APIs to connect all the systems and components together.</li><li>In charge on T&amp;C(Testing and Commissioning) and debugging work</li><li>Managing network and load balancing</li><li>Handle software patching and upgrades.</li><li>Work closely with different teams</li></ul><p><strong>Job Requirement:</strong></p><ul><li>Degree in IT/Computer Science/Computer Engineering or equivalent</li><li>In-charge project(Software) experience is advantage</li><li>Experience in Node.js/.NET (C#)/Java programming/OutSystems is advantage</li></ul><p>Please submit your updated resume in MS word format by using the <strong>APPLY NOW BUTTON.</strong></p><p>We regret that only shortlisted candidates will be notified.</p><p><strong>Staffking Pte Ltd (20C0358) | Wei Yang (R21102313)</strong></p>",https://www.jobstreet.com.my/en/job/software-developer-full-stack-basic-%245000-%249000-5day-10385666/origin/sg
"BACK-END MANAGER (PHP, API) (REF: GA)",19 hours ago,"<p><strong>About the Company</strong></p><p>Software/Information Processing</p><p><strong>Roles &amp; Responsibilities</strong></p><p>・Conduct and guides others in technical software development, testing and debug systems and software applications as needed.</p><p>・Compile and prioritize enhancements and defect resolutions to applications, implementing changes.</p><p>・Manage and lead Agile / Scrum development teams in design and development activities and guide them on technical direction.</p><p>・Collaborate with other teams for new feature or bug fixing development.</p><p>・ for software development and provide solution with PHP (golang/ nodejs)</p><p>・Researching, designing, implementing, and managing software programs</p><p>・Testing and evaluating new programs</p><p>・Identifying areas for modification in existing programs and subsequently developing these modifications</p><p>・Writing and implementing efficient code</p><p>・Collaborate with other team members and stakeholders</p><p><strong>Requirements</strong></p><p>✓	Candidates must possess at least a Professional Certificate, Diploma, Bachelor's Degree, in Computer Science/Information Technology or equivalent.</p><p>✓	At least 8 years of relevant work experience, preferably e-commerce applications with medium or high traffic volume.</p><p>✓	Strong technical background.</p><p>✓ Experience in managing a team of engineers.</p><p>✓	Familiar with Git, PHP, MYSQL, HTML, JavaScript, CSS, Linux.</p><p>✓	Good understanding in CI/CD, automation testing and validation.</p><p>✓	Good understanding of asynchronous request handling, partial page updates, and AJAX.</p><p>✓	Experience in maintaining e-commerce applications with medium or high traffic volume.</p><p>✓	Experience in web application’s speed improvement or optimisation tasks.</p><p>✓	MUST HAVE: Experience in API development or API related services.</p><p>✓	MUST HAVE: Experience in cloud service platforms such as AWS, GCP and Azure.</p><p>✓	Experience in server configuration such as Linux environment.</p><p>✓	Experience in working with agile development</p><p>✓	Knowledge on CakePHP, Laravel, other MVC Platform will be an added advantage</p><p>✓	Experience with Docker, JS framework such as VueJS, AngularJS, ReactJS, JQuery will be an added advantage.</p><p><strong>Additional Information</strong></p><p>Location : Bangsar, Kuala Lumpur (work from home)</p><p>Working Hours : Mon-Fri 8:00/9:30 - 17:00/18:30</p><p>If you're interested in this position, click ""<strong>APPLY NOW</strong>""</p><p>Thank you for your application. For those who shortlisted will be contacted. Stay tuned!</p>",https://www.jobstreet.com.my/en/job/back-end-manager-php-api-ref%3A-ga-5266911
Lead Engineer - Apps (Hybrid Working),10 hours ago,"<p><strong>The Role</strong></p><p>The Lead Engineer has a high level of technical competence and the skill set necessary to address all areas of software engineering, problem resolution, solution architecture and system implementation. This is a highly experienced and skilled individual who will help drive a team in when, where, and how technology is used to solve complex problems.  </p><p><strong>Key responsibilities include:</strong></p><ul><li>Guide and mentor a team of Engineers.</li><li>Lead by example, ensuring best practice in the SDLC. </li><li>Owning the technical approach used by the team for Seek Asia mobile apps.</li><li>Evolving delivery processes to continuously improve the Seek Asia mobile apps.</li><li>Contributing to SEEK’s overall mobile apps technology strategy and aligning systems with that strategy.</li><li>Ensuring systems are fit for purpose, well architected and follow current SEEK development practices.</li><li>Maintaining platform health ensuring that our systems are secure, reliable, resilient, and cost effective.</li><li>Work with other teams and stakeholders in SEEK.</li><li>Consult with stakeholders, to translate technical concerns into business impacts and provide relevant information to inform and facilitate effective decision making.</li><li>Act as an enabler for the team, removing obstacles from their paths and identifying potentials for delivery, business, and process improvements.</li><li>Help facilitate the healthy tension between the desire for immediate delivery and the long-term viability of the code bases.</li></ul><br /><p><strong>So, what we are looking for?</strong></p><p><strong>Experience</strong></p><ul><li>Test-driven development and agile software delivery methods. A knowledge of evolutionary architecture is an asset.</li><li>Solid experience in estimating, planning, designing, implementing, testing and operating highly scalable, available, performant, maintainable and secure applications, including supporting fellow engineers. ​</li><li>Applies relevant technologies knowledge to the development and improvement of software applications, being able to drive better technical decision at the team level.</li><li>Involve in collaboration with stakeholders to understand business challenges and customer needs, remove bottlenecks, and identify new opportunities for growth.</li><li>Knowledge and experience with industry best practices, regulations and compliance (GDPR, PDPI), and quality assurance techniques.</li><li>Being able to participate in the hiring processes.</li><li>Experience leading a geo-distributed teams and external consultants.</li></ul><p><strong>Personal Skills</strong></p><ul><li>Positive attitude and a clear sense of initiative.</li><li>Has a growth mindset - flexible, open, and actively seeking opportunities to improve.</li><li>Continuously learn and understand the business requirements, customer, and end-user feedback to further improve the products.</li><li>Actively investing time in technical growth.</li><li>Manage time well, being able to support fellow engineers and be critical on inefficiencies. ​</li><li>Highly self-motivated team player with good analytical and conceptual thinking, results-driven and customer focus.</li><li>Ability to grow other engineers’ personal and technical skills through coaching or mentoring.</li><li>Ability to help team members translating requirements to improve customer experience.</li><li>Ability to prioritise tasks and plan tasks for the team. ​ ​</li><li>Ability to share new knowledge and new tools to cultivate constructive conversations and improve team capabilities.</li><li>Open minded collaborator and clear communicator who can manage stakeholders' expectations.</li></ul><p><strong>Technical Skills</strong></p><ul><li>Expert knowledge in JavaScript, Typescript, React and ideally React Native.</li><li>Expert in Software Architecture and SDLC best practises. </li><li>Creates software in at least two modern software development languages.</li><li>Creates and maintains continuous delivery pipelines using current agile practices, patterns &amp; tooling.</li><li>Creates software using secure coding practices and mitigates common vulnerabilities.</li><li>Expert knowledge of modern stacks e.g. Node.js, Express, GraphQL, Jest, React Testing Library, Apollo:</li><li>Expert in current technical practices such as writing clean, testable code and pair programming.</li><li>Expert knowledge of building solutions deployed on AWS.</li></ul><br /><p><strong>The Team</strong></p><ul><li>Seek Asia Apps provides products and services to candidates in job markets across the Asia region. We operate under the 3 brands of JobStreet, JobsDB and SEEK to help over 150 million candidates find employment.</li></ul><p><strong>Additional information</strong></p><p>At SEEK, the health and safety of our people is our highest priority. For this reason, SEEK has a policy requiring all new employees to be fully vaccinated for COVID-19, unless a formal medical exemption applies. On this basis, as part of the application process you will be asked to confirm that you have read and understood this policy, and would like to continue with the hiring process. Further details about this policy will be shared during the hiring process, as required.</p>",https://www.jobstreet.com.my/en/job/lead-engineer-apps-hybrid-working-5252468
Senior Software Engineer - Nodejs,30-Jan-23,"<p><strong>Responsibilities:</strong></p><ul><li>Reports to Technical Manager</li><li>Work closely with product owners by conferring with users, studying system flows, investigating issues, provide technical support to users, producing technical documents and following the software development lifecycle</li><li>Involve in application development activities such as requirement study, coding, integration, and testing</li><li>Participate and contribute to product iteration, planning and review activities</li><li>Collaborate closely with development team in scrum rituals.</li><li>Accountable for sprint and release commitments and ensure they are completed on time.</li><li>Updates job knowledge by studying new or existing development tools, programming techniques, and latest updates of third-party systems</li><li>Studying, designing, and prototyping features that may involve multiple third-party vendors, NodeJS applications or any appropriate technical stacks</li><li>Work on non-coding technical tasks, such as studying and configuring third party SaaS products, assist in cloud based and/or dev-ops related research and provide insights on the overall integration</li><li>Self-manage, tasks logging and reporting</li></ul><p><strong>Requirements:</strong></p><ul><li>Candidate must possess at least a Diploma or Degree in Computer Science, Information Technology or equivalent</li><li>Minimal 3-years development experience, with proven software development experience in NodeJS applications</li><li>Languages(s):</li><li style=""margin-left:30px"">English (mandatory)</li><li style=""margin-left:30px"">Mandarin (good to have)</li><li>Understand source control, Object oriented Programming, Functional Programming, and database normalization</li><li>Knowledge in Salesforce stacks, such as Service Cloud, Marketing Cloud, Apex Coding, Lightning Experience and SOQL is a bonus; but candidate is expected to learn and pick up these skills post assignment.</li><li>Knowledge in AWS (Amazon Web Services) features such as EKS, EC2, SQS, SNS and others is a bonus; but candidate is expected to learn and pick up these skills post assignment.</li><li>Experiences in dealing with third party vendors and working with external developers is a plus.</li><li>Experiences with micro service application, implementations and best practices is desirable.</li><li>Possess a thirst for new knowledge in the world of constantly changing technology sector.</li><li>Possess a straight-forward, no bullshit attitude.</li><li>Willing to communicate and work with a group of young, talented, and helpful developers, guiding and be guided on the ins and outs of the past, present and future projects, and participating in technical sharing and discussions.</li><li>Love challenges in resolving difficulty technical issues and tasks.</li></ul>",https://www.jobstreet.com.my/en/job/senior-software-engineer-nodejs-5260154
Full Stack Developer,25-Jan-23,"<p><strong>Responsibilities:</strong></p><ul><li>Work closely with Project Managers and other members of the project team.</li><li>Opportunity to lead and manage project team members in full software development life cycle.</li><li>To be involved in designing, coding, testing and deployment modern applications/software based on the business and technical requirement.</li><li>Produce project estimates and attend client meetings.</li><li>Assist in application architecture design and technical solutions and make relevant recommendations to the project team/clients.</li><li>Ensure timely completion of assigned deliverables / work.</li><li>Communicate to the Project Manager/Lead with efficiency and accuracy any progress regarding projects.</li><li>Provides support and respond to emergency callout for production issues / ad-hoc support and respond to emergency callout for urgent production issues.</li></ul><p><strong>Requirements:</strong></p><ul><li>Minimum Advance Diploma, Bachelor's Degree, Professional Degree, Master's Degree in IT / Computer Science / Computer engineering / Information System or any IT related fields.</li><li>Working Experience:</li></ul><p>➢For Junior, 0 – 3 years on web application and/or mobile application development</p><p>➢For Senior, 4 – 6 years on web application and/or mobile application development</p><ul><li>Passionate about technology and enjoys software development, riding on the latest Microsoft technologies.</li><li>Able to work with minimal supervision and provide regular updates on tasks assigned.</li><li>Good English communication skills in both verbal and written.</li><li>Candidates who are able to start work immediately will have an added advantage.</li><li>Candidates who are willing to work on overseas projects will have an added advantage.</li><li>Good analytical and problem-solving skills.</li><li>Good interpersonal and customer care skills will be an advantage. </li></ul><p><strong>Skillsets required:</strong></p><ul><li>Web &amp; API: HTML5, CSS3, JavaScript, Typescript, Angular, ASP.Net Core, Bootstrap</li><li>Mobile: Flutter</li><li>Database: SQL (Microsoft SQL Server / MySQL Server)</li><li>Reporting: DevExpress</li><li>Architecture: Micro-Service, Micro-Frontend, Cloud Computing</li><li>Excellent knowledge of Relational Databases</li><li>Experienced on micro-service and/or micro-frontend architecture</li><li>Familiar with agile methodology</li></ul><p><strong>Good to have requirements:</strong></p><ul><li>Web: gRPC, Google Analytics</li><li>Mobile: BLoC architecture</li><li>3D/Games: Unity</li><li>Cloud: Google Cloud Platform, Microsoft Azure, API Management</li><li>Reporting: SSRS</li><li>Containerization: Docker</li><li>Domain Knowledge: Banking, Finance/FinTech Services, eCommerce, Gamification</li></ul>",https://www.jobstreet.com.my/en/job/full-stack-developer-5240845
Software Engineer - Apps (Hybrid Working),28-Jan-23,"<p><strong>The Role</strong></p><p>The Software Engineer is beginning to show high level of technical competence and the skill set necessary to address software engineering, problem resolution and system implementation. This is an individual contributor who will work with others to deliver technology solutions that solve complex problems.</p><p><strong>Key responsibilities include:</strong></p><ul><li>Delivery of high quality code in an agile environment.</li><li>Contributing to the technical approach for Seek Asia Technology projects.</li><li>Work with the team to ensure systems are fit for purpose, well architected and follow current SEEK development practices.</li><li>Help deliver and evolve the delivery processes to continuously improve the Seek Asia Technology projects.</li><li>Maintaining platform health ensuring that our systems are secure, reliable, resilient, and cost effective.</li><li>Share operational support duties.</li></ul><p><strong>So, what we are looking for?</strong></p><p>We are looking for talented Software Engineers, with a positive attitude, who are keen to develop their skills in an organisation which is focused on technical excellence. Seek Asia will provide the opportunity to grow your career and work on varied projects.  </p><p><strong>Personal Skills</strong></p><ul><li>Positive attitude and a clear sense of initiative.</li><li>Open minded and collaborative, with a growth mindset - flexible, open, and actively seeking opportunities to improve. </li><li>Someone who will actively invest time in technical growth and share this knowledge. You will develop the ability to share new knowledge and to cultivate constructive conversations to improve team capabilities.</li><li>Manage own time well, being able to support fellow engineers and be critical on inefficiencies. ​</li><li>Highly self-motivated team player with good analytical and conceptual thinking, results-driven with a customer focus.</li></ul><p><strong>Technical Skills</strong></p><ul><li>Expert knowledge in JavaScript, Typescript, React, React Native. We will consider candidates with experience in other programming languages.</li><li>Native mobile development is a plus.</li><li>Working knowledge of modern technology stacks such as Node.js, Express, GraphQL, Jest, React Testing Library, Apollo.</li><li>Uses current technical practices such as writing clean, testable code, TDD and pair programming.</li><li>Knowledge in maintaining continuous delivery pipelines using current agile practices, patterns &amp; tooling.</li><li>Built software using secure coding practices and mitigates common vulnerabilities.</li><li>Working knowledge of building solutions deployed on AWS.</li></ul><p><strong>The Team</strong></p><ul><li>Seek Asia Technology provides products and services to candidates in job markets across the Asia region.</li><li>We operate under the 3 brands of JobStreet, JobsDB and SEEK to help over 150 million candidates find employment.</li></ul><p><strong>Additional information</strong></p><p>At SEEK, the health and safety of our people is our highest priority. For this reason, SEEK has a policy requiring all new employees to be fully vaccinated for COVID-19, unless a formal medical exemption applies. On this basis, as part of the application process you will be asked to confirm that you have read and understood this policy, and would like to continue with the hiring process. Further details about this policy will be shared during the hiring process, as required.</p>",https://www.jobstreet.com.my/en/job/software-engineer-apps-hybrid-working-5252525
PHP Developer,2-Feb-23,"<p>Responsibilities:</p><p>* Analyzes user needs and designs software for client use.</p><p>* Develops code and designs software applications based on user specifications.</p><p>* Modifies existing software to correct errors or improve performance.</p><p>* Monitors and assists with software testing and validation procedures and programming.</p><p>*  Working in all phases of Software development</p><p>*  Interact with fellow team members on a regular basis.</p><p>*  Provide technical on/off site Support</p><p>*  Willing to learn and adapt to any technology as required</p><p>Key Requirements:</p><p>* Possess at least 4 Year(s) of working experience in the related field is required for this position.</p><p>* Possess at least a Bachelor's Degree/ Post-Graduate Diploma/Professional Degree, Master's Degree in Computer Science and Engineering or any related field.</p><p>*  Must have working experience in PHP Laravel Framework, and JavaScript.</p><p>*  Working experience in accounting/financial software is advantages</p><p>*  Must have Ability to write queries in MySQL.</p><p>*  Must have knowledge of Data Structure &amp; OOP concepts.</p><p>*  Working knowledge in version control system like Git.</p><p>*  Working knowledge on REST API</p><p>* Must be analytical and a problem-solver.</p>",https://www.jobstreet.com.my/en/job/php-developer-5265085
Full-Stack Developer,25-Jan-23,"<p>We are seeking a highly skilled and motivated Full-Stack Developer to join our team. You will be working remotely and communicate with Singapore team via online. The successful candidate must have a passion for building innovative and user-friendly web applications. Join us on a mission to build S.E.Asia most trusted marketplace to buy and sell used electronic devices.</p><p><strong>Job Scope:</strong></p><ul><li>Develop and manage well-functioning databases and applications</li><li>Write and maintain effective APIs and batch jobs</li><li>Write simple iOS and Android Apps</li><li>Troubleshoot, debug and upgrade software</li><li>Write clean, efficient, and well-documented code</li><li>Ensure data quality and integrity.</li></ul><p><strong>Job Qualifications:</strong></p><ul><li>Bachelor’s degree in Computer Science, Computer Engineering, or a software-related discipline.</li><li>At least 2 years of working experience as a full stack developer.</li><li>Strong organizational and project management skills.</li><li>Proficiency in Javascript, PHP, React Native, Swift, MySQL, Postgres, or any other retinol database will be preferred.</li><li>Experience working on spring boot technology will be preferred.</li><li>Experience working with Laravel and CI frameworks.</li><li>Strong communication and teamwork skills</li><li>A portfolio showcasing your previous work is a plus</li></ul><p>We offer a flexible working hours and remote working environment. If you are a creative problem-solver with a passion for web development, we want to hear from you!</p><p>Apply now to take your career to the next level.</p>",https://www.jobstreet.com.my/en/job/full-stack-developer-10378842/origin/sg
